index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
1157	1157	1157	crowd:upward_monotone					susan made a dress for jill to premiere on the day of her friend's wedding.	susan made a dress for jill.						entailment
1158	1158	1158	crowd:upward_monotone					susan made a dress for jill.	susan made a dress for jill for her friend's wedding.						neutral
1159	1159	1159	crowd:upward_monotone					susan made a dress for jill for her friend's wedding.	susan made a dress for jill.						entailment
1160	1160	1160	crowd:upward_monotone:lexical_knowledge					it 's a pity she could n't come.	it 's an infliction she could n't come.						neutral
1161	1161	1161	crowd:upward_monotone					it 's a pity she could n't come.	it 's a pity but she is too busy so she could n't come.						neutral
1162	1162	1162	crowd:upward_monotone					it 's a pity she could n't come.	it 's a pity but i heard she met an accident so she could n't come.						neutral
1163	1163	1163	crowd:upward_monotone:conjunction					that dog does n't bite.	that funny and silly dog does n't bite.						neutral
1164	1164	1164	crowd:upward_monotone:lexical_knowledge					that dog does n't bite.	that girl does n't bite.						neutral
1165	1165	1165	crowd:upward_monotone:lexical_knowledge					that dog does n't bite.	that cat does n't bite.						neutral
1166	1166	1166	crowd:upward_monotone:lexical_knowledge					roosters can crow but it 's the hens who lay the eggs.	horses can crow but it 's the hens who lay the eggs.						neutral
1167	1167	1167	crowd:upward_monotone:lexical_knowledge					a u.s. soldier was sentenced to 90 years in jail.	a u.s. soldier was sentenced to 90 years in imprisonment.						neutral
1168	1168	1168	crowd:upward_monotone:lexical_knowledge					a u.s. soldier was sentenced to 90 years in jail.	a u.s. soldier was sentenced to 90 years in the colonies.						neutral
1169	1169	1169	crowd:upward_monotone:lexical_knowledge					a dolphin is a mammal.	a whale is a mammal.						neutral
1170	1170	1170	crowd:upward_monotone:conjunction					a dolphin is a mammal.	a dolphin and whale is a mammal.						neutral
1171	1171	1171	crowd:upward_monotone:conjunction					a dolphin and whale is a mammal.	a dolphin is a mammal.						entailment
1172	1172	1172	crowd:upward_monotone					there are some boys in the park.	there are some guys buying ice cream in the park.						neutral
1173	1173	1173	crowd:upward_monotone					there are some boys buying ice cream in the park.	there are some guys in the park.						entailment
1174	1174	1174	crowd:upward_monotone					the hunter shot at a deer.	the hunter shot a deer but missed.						neutral
1175	1175	1175	crowd:upward_monotone					the hunter shot at a deer but missed.	the hunter shot a deer.						entailment
1176	1176	1176	crowd:upward_monotone					the hunter shot at a deer.	the hunter shot at a medium size deer.						neutral
1177	1177	1177	crowd:upward_monotone					the hunter shot at a medium size deer.	the hunter shot at a deer.						entailment
1178	1178	1178	crowd:upward_monotone					tom has a few friends in boston.	tom has a few sick friends in boston.						neutral
1179	1179	1179	crowd:upward_monotone					tom has a few sick friends in boston.	tom has a few friends in boston.						entailment
1180	1180	1180	crowd:upward_monotone					mary needs a dozen eggs.	mary needs a half dozen eggs.						neutral
1181	1181	1181	crowd:upward_monotone:conjunction					mary needs a dozen eggs.	mary needs a cup of sugar and six eggs.						neutral
1182	1182	1182	crowd:upward_monotone:conjunction					mary needs a dozen eggs.	mary needs a piece of bacon and two eggs.						neutral
1183	1183	1183	crowd:upward_monotone:conjunction					mary needs a dozen eggs.	mary needs a little butter and a couple of eggs.						neutral
1184	1184	1184	crowd:upward_monotone:lexical_knowledge					a fallen tree blocked the way.	a fallen stump blocked the way.						neutral
1185	1185	1185	crowd:upward_monotone					a fallen tree blocked the way.	a fallen dry tree blocked the way.						neutral
1186	1186	1186	crowd:upward_monotone					a fallen dry tree blocked the way.	a fallen tree blocked the way.						entailment
1187	1187	1187	crowd:upward_monotone					a fallen tree blocked the way.	a fallen cargo of coal blocked the way.						neutral
1188	1188	1188	crowd:upward_monotone					the city is on a plain.	the city is on a irregular plain.						neutral
1189	1189	1189	crowd:upward_monotone					the city is on a irregular plain.	the city is on a plain.						entailment
1190	1190	1190	crowd:upward_monotone					the city is on a plain.	the city is on a rocky plain.						neutral
1191	1191	1191	crowd:upward_monotone					the city is on a rocky plain.	the city is on a plain.						entailment
1192	1192	1192	crowd:upward_monotone					the city is on a plain.	the city is on a pitomoy plain.						neutral
1193	1193	1193	crowd:upward_monotone					the city is on a pitomoy plain.	the city is on a plain.						entailment
1194	1194	1194	crowd:upward_monotone:lexical_knowledge					i do a training at ford.	i do a game at ford.						neutral
1195	1195	1195	crowd:upward_monotone:lexical_knowledge					i do a training at ford.	i do a show at ford.						neutral
1196	1196	1196	crowd:upward_monotone					i do a training at ford.	i do a mechanical training at ford.						neutral
1197	1197	1197	crowd:upward_monotone					i do a mechanical training at ford.	i do a training at ford.						entailment
1198	1198	1198	crowd:upward_monotone					i do a training at ford.	i do a boring training at ford.						neutral
1199	1199	1199	crowd:upward_monotone					i do a boring training at ford.	i do a training at ford.						entailment
1200	1200	1200	crowd:upward_monotone					there was a tape recorder on the table.	there was an apparatus mobile record voices on the table.						neutral
1201	1201	1201	crowd:upward_monotone					there was a tape recorder on the table.	there was a handheld tape recorder on the table.						neutral
1202	1202	1202	crowd:upward_monotone					there was a handheld tape recorder on the table.	there was a tape recorder on the table.						entailment
1203	1203	1203	crowd:upward_monotone					the company spends a lot of money on advertising.	the company spends a lot of money on internet advertising.						neutral
1204	1204	1204	crowd:upward_monotone					the company spends a lot of money on internet advertising.	the company spends a lot of money on advertising.						entailment
1205	1205	1205	crowd:upward_monotone					an empathetic girl can empathize with a friend 's feelings.	an empathetic little girl can empathize with a friend 's feelings.						neutral
1206	1206	1206	crowd:upward_monotone					an empathetic little girl can empathize with a friend 's feelings.	an empathetic girl can empathize with a friend 's feelings.						entailment
1207	1207	1207	crowd:upward_monotone:conjunction					tom gave some milk to the cat.	tom gave some milk and water to the cat.						neutral
1208	1208	1208	crowd:upward_monotone:conjunction					tom gave some milk and water to the cat.	tom gave some milk to the cat.						entailment
1209	1209	1209	crowd:upward_monotone:lexical_knowledge					tom gave some milk to the cat.	tom gave some water to the cat.						neutral
1210	1210	1210	crowd:upward_monotone:lexical_knowledge					he is a formidable opponent.	he is a formidable warrior.						neutral
1211	1211	1211	crowd:upward_monotone:lexical_knowledge					he is a formidable opponent.	he is a formidable hunter.						neutral
1212	1212	1212	crowd:upward_monotone:lexical_knowledge					he is a formidable opponent.	he is a formidable pet.						neutral
1213	1213	1213	crowd:upward_monotone:lexical_knowledge					he is a formidable opponent.	he is a formidable person.						neutral
1214	1214	1214	crowd:upward_monotone					all of a sudden , i felt a sharp pain in my stomach.	all of a sudden , i felt a sharp constant pain in my stomach.						neutral
1215	1215	1215	crowd:upward_monotone					all of a sudden , i felt a sharp constant pain in my stomach.	all of a sudden , i felt a sharp pain in my stomach.						entailment
1216	1216	1216	crowd:upward_monotone					i ate a turkey sandwich.	i ate a roast turkey sandwich.						neutral
1217	1217	1217	crowd:upward_monotone					i ate a roast turkey sandwich.	i ate a turkey sandwich.						entailment
1218	1218	1218	crowd:upward_monotone					i ate a turkey sandwich.	i ate a fried turkey sandwich.						neutral
1219	1219	1219	crowd:upward_monotone					i ate a fried turkey sandwich.	i ate a turkey sandwich.						entailment
1220	1220	1220	crowd:upward_monotone:conjunction					you spilled some ketchup on your tie.	you spilled some ketchup and mayonnaise on your tie.						neutral
1221	1221	1221	crowd:upward_monotone:conjunction					you spilled some ketchup and mayonnaise on your tie.	you spilled some ketchup on your tie.						entailment
1222	1222	1222	crowd:upward_monotone					you spilled some ketchup on your tie.	you spilled some spicy ketchup on your tie.						neutral
1223	1223	1223	crowd:upward_monotone:lexical_knowledge					i bought a few eggs and a little milk.	i bought a few apples and a little milk.						neutral
1224	1224	1224	crowd:upward_monotone:lexical_knowledge					i bought a few eggs and a little milk.	i bought a few creamers and a little milk.						neutral
1225	1225	1225	crowd:upward_monotone					i bought a few eggs and a little milk.	i bought a few chicken eggs and a little milk.						neutral
1226	1226	1226	crowd:upward_monotone					the government has imposed a new tax on wine.	the government has imposed a new tax on german wine.						neutral
1227	1227	1227	crowd:upward_monotone					the government has imposed a new tax on german wine.	the government has imposed a new tax on wine.						entailment
